Date,Postal outcode,County,Latitude,Longitude,Number-Of-People,Number-Of-Showers,Number-Of-Toilets,Showers-Per-Week,Shower-Duration-Minutes,Washing-Machine-Per-Week,Dishwasher-Per-Week,Boil-Water-Per-Week,Bath-Frequency-Per-Week,Wash-Dishes-By-Hand,Has-Garden,Garden-Watering-Per-Week,Has-Swimming-Pool,Car-Wash-Per-Month,Household-Water-Use-Litres-Yearly,Bathroom-Water-Use-Litres-Yearly,Kitchen-Water-Use-Litres-Yearly,Outdoor-Water-Use-Litres-Yearly,Household-Water-Use-Money-£-Yearly,Person-Water-Use-Litres-Yearly,Person-Water-Use-Litres-Per-Day,Household-Water-Saving-Litres-Yearly,Household-Water-Saving-Money-£-Yearly,Household-Energy-Use-Money-£-Yearly,Household-Energy-Saving-kWh-Yearly,Household-Energy-Saving-Cost-£-Yearly
2022-12-14,CM1,Norfolk,50.3619,-3.3285,2,1,2,18,5,2,8,18,4,yes,yes,2,no,3,93173,41927,23293,27951,186.35,46586,127.6,12902,25.8,1392.08,1894,116.87
2022-12-15,YO1,Cheshire,54.7707,-3.3802,2,1,1,10,4,7,4,24,NULL,yes,yes,0,no,1,77410,34834,19352,23223,154.82,38705,106.0,8566,17.13,1541.09,180,179.25
2022-12-16,DE1,Cornwall,51.1163,-3.6023,2,2,3,11,16,5,4,29,0,yes,no,2,no,2,134771,60646,33692,40431,269.54,67385,184.6,13109,26.22,740.37,382,13.92
2022-12-17,LA1,Leicestershire,54.6115,0.0907,2,2,1,16,18,7,3,7,4,no,no,1,no,0,215078,96785,53769,64523,430.16,107539,294.6,2442,4.88,736.18,1686,166.32
2022-12-18,TR1,Devon,52.1295,-0.0846,2,1,1,10,NULL,7,2,29,2,yes,yes,2,no,0,118146,53165,29536,35443,236.29,59073,161.8,4111,8.22,675.12,1649,153.29
2022-12-19,LE1,Devon,54.9276,-3.6786,3,2,1,18,15,5,9,22,4,no,no,0,no,3,220115,99051,55028,66034,440.23,73371,201.0,15194,30.39,501.06,1480,40.72
2022-12-20,CT1,Derbyshire,52.7703,-0.9185,5,2,2,4,15,1,8,26,4,yes,yes,2,no,1,150248,67611,37562,45074,300.5,30049,82.3,5086,10.17,748.54,587,80.88
2022-12-21,CT1,Leicestershire,54.6542,-3.5343,2,2,2,20,7,2,3,19,4,yes,no,2,no,3,135501,60975,33875,40650,271.0,67750,185.6,10054,20.11,1915.09,1874,182.13
2022-12-22,EX1,Devon,50.0267,0.9706,2,2,2,15,9,7,6,25,3,no,no,3,no,0,138766,62444,34691,41629,277.53,69383,190.1,12501,25.0,354.76,1812,37.81
2022-12-23,YO1,Leicestershire,53.7412,0.9891,4,2,1,19,11,5,4,9,4,yes,no,1,no,2,199850,89932,49962,59955,399.7,49962,136.9,13485,26.97,633.15,871,31.16
2022-12-24,IP1,Essex,54.5153,-0.1597,4,3,3,3,17,6,6,19,3,yes,yes,3,no,1,129901,58455,32475,38970,259.8,32475,89.0,16115,32.23,772.43,845,149.69
2022-12-25,LE1,Cheshire,50.6986,1.094,5,3,1,7,8,4,7,10,4,no,yes,0,no,2,156993,70646,39248,47097,313.99,31398,86.0,18006,36.01,476.87,1299,99.47
2022-12-26,YO1,Norfolk,50.4806,0.463,2,2,1,15,9,7,7,14,3,no,yes,4,no,2,140047,63021,35011,42014,280.09,70023,191.8,13061,26.12,339.32,1323,63.98
2022-12-27,DE1,Cornwall,52.1229,0.557,1,1,1,8,7,4,9,27,4,no,yes,0,no,2,74717,33622,18679,22415,149.43,74717,204.7,6719,13.44,491.34,494,42.65
2022-12-28,LA1,Cheshire,54.6684,-0.8666,3,2,1,12,9,5,5,24,0,yes,no,0,no,3,123715,55671,30928,37114,247.43,41238,113.0,12989,25.98,1150.04,1440,147.22
2022-12-29,CM1,Yorkshire,52.7119,-2.3167,3,1,2,11,19,1,4,19,2,no,no,0,no,0,173405,78032,43351,52021,346.81,57801,158.4,16619,33.24,1274.15,1209,93.51
2022-12-30,LE1,Surrey,52.6373,-2.8021,3,2,1,8,9,7,1,24,4,no,no,0,no,3,129156,58120,32289,38746,258.31,43052,118.0,13248,26.5,587.46,1047,55.49
2022-12-31,CT1,Leicestershire,50.7056,-2.2004,3,1,1,3,6,4,7,13,0,no,yes,3,no,1,83220,37449,20805,24966,166.44,27740,76.0,19948,39.9,1106.85,132,189.24
2023-01-01,CM1,Kent,50.0039,-0.5433,2,2,3,20,7,1,4,8,2,yes,yes,0,no,1,110920,49914,27730,33276,221.84,55460,151.9,1387,2.77,211.21,461,116.6
2023-01-02,CM1,Cheshire,54.0507,-3.0504,3,2,1,9,NULL,3,7,12,1,no,yes,2,no,2,105493,47471,26373,31647,210.99,35164,96.3,17860,35.72,1283.63,271,77.11
2023-01-03,CM1,Derbyshire,50.4379,-2.5775,3,3,2,12,11,3,5,17,4,yes,yes,0,no,2,145423,65440,36355,43626,290.85,48474,132.8,9328,18.66,202.35,899,146.74
2023-01-04,CT1,Yorkshire,53.1692,-1.4257,2,1,2,14,16,7,7,21,1,no,yes,4,no,1,179183,80632,44795,53754,358.37,89591,245.5,2654,5.31,1357.0,827,104.32
2023-01-05,DE1,Cornwall,54.5731,-2.7182,3,2,2,17,17,1,0,8,2,yes,yes,1,no,1,204023,91810,51005,61206,408.05,68007,186.3,7706,15.41,1069.98,869,11.79
2023-01-06,CH1,Derbyshire,51.0433,-0.7625,3,1,2,19,17,5,8,6,2,yes,yes,3,no,2,234071,105331,58517,70221,468.14,78023,213.8,18319,36.64,396.69,1986,169.72
2023-01-07,GU1,Derbyshire,53.3264,1.0775,2,1,2,5,10,3,8,9,4,no,yes,3,no,1,87888,39549,21972,26366,175.78,43944,120.4,4271,8.54,359.13,1770,22.61
2023-01-08,LA1,Kent,50.3935,0.1145,2,3,1,17,7,6,2,6,0,yes,no,3,no,2,113291,50980,28322,33987,226.58,56645,155.2,14258,28.52,212.4,534,197.98
2023-01-09,CH1,Leicestershire,53.0188,-0.3347,2,3,3,3,17,7,4,20,4,no,no,3,no,2,104232,46904,26058,31269,208.46,52116,142.8,7113,14.23,1192.96,824,76.45
2023-01-10,LA1,Kent,50.8197,-0.795,1,1,2,13,6,7,6,27,0,yes,yes,0,no,2,75958,34181,18989,22787,151.92,75958,208.1,4821,9.64,1651.79,1953,109.72
2023-01-11,TR1,Cheshire,53.6798,-1.3163,3,3,3,8,14,3,7,27,4,yes,yes,4,no,2,136682,61506,34170,41004,273.36,45560,124.8,3911,7.82,1741.78,879,199.91
2023-01-12,YO1,Derbyshire,51.5062,-2.9739,4,3,3,18,18,6,6,19,0,yes,yes,0,no,0,242347,109056,60586,72704,484.69,60586,166.0,16024,32.05,1224.63,1446,61.15
2023-01-13,YO1,Devon,52.317,0.9209,2,2,1,14,11,4,NULL,29,NULL,yes,no,1,no,1,127518,57383,31879,38255,255.04,63759,174.7,8940,17.88,1796.9,339,97.91
2023-01-14,NR1,Suffolk,52.9972,-2.6331,1,2,1,17,19,5,6,8,0,yes,yes,1,no,1,179244,80659,44811,53773,358.49,179244,491.1,17192,34.38,1751.56,1715,153.43
2023-01-15,YO1,Cornwall,50.8564,-3.4978,6,3,1,20,9,1,0,19,0,yes,no,0,yes,1,200210,90094,50052,60063,400.42,33368,91.4,2733,5.47,1456.8,377,98.73
2023-01-16,CT1,Devon,53.7082,0.1251,2,2,3,12,15,3,4,9,2,no,yes,0,no,2,133410,60034,33352,40023,266.82,66705,182.8,19406,38.81,853.55,558,73.43
2023-01-17,IP1,Cornwall,51.5132,-3.0341,1,2,3,14,11,7,8,7,1,no,no,0,no,3,123474,55563,30868,37042,246.95,123474,338.3,9344,18.69,1688.95,1034,32.92
2023-01-18,EX1,Leicestershire,53.3119,-1.9546,2,2,2,7,12,5,1,18,4,no,no,4,no,3,94923,42715,23730,28476,189.85,47461,130.0,17282,34.56,905.02,1265,107.48
2023-01-19,NR1,Suffolk,50.7914,-3.8444,4,3,1,20,19,3,NULL,11,2,yes,yes,3,no,0,272403,122581,68100,81720,544.81,68100,186.6,3413,6.83,925.88,333,114.83
2023-01-20,EX1,Surrey,53.4406,-3.2461,2,4,1,14,12,4,8,19,1,yes,no,1,no,1,133806,60212,33451,40141,267.61,66903,183.3,1077,2.15,1420.54,688,54.24
2023-01-21,LA1,Suffolk,50.6409,-3.0474,3,3,3,3,13,5,2,9,2,no,no,1,no,2,97536,43891,24384,29260,195.07,32512,89.1,15408,30.82,1870.25,1907,73.44
2023-01-22,EX1,Leicestershire,52.1268,-3.7007,2,3,3,4,14,2,7,13,2,yes,no,3,no,2,80398,36179,20099,24119,160.8,40199,110.1,14851,29.7,1100.04,959,66.74
2023-01-23,EX1,Lancashire,51.236,-0.3884,1,4,1,5,12,7,5,17,4,no,yes,3,yes,0,83314,37491,20828,24994,166.63,83314,228.3,17881,35.76,518.98,682,91.2
2023-01-24,NR1,Cheshire,53.7419,0.6035,2,3,1,14,13,4,6,11,3,no,yes,1,no,0,143788,64704,35947,43136,287.58,71894,197.0,1599,3.2,456.42,373,161.67
2023-01-25,TR1,Leicestershire,51.3102,-1.9468,4,3,2,16,4,1,4,8,2,no,no,1,no,2,116791,52555,29197,35037,233.58,29197,80.0,17419,34.84,744.03,1458,73.19
2023-01-26,CM1,Cheshire,54.4086,0.8102,3,4,1,9,15,5,9,11,4,yes,yes,4,no,3,162911,73309,40727,48873,325.82,54303,148.8,9944,19.89,1023.78,309,61.77
2023-01-27,YO1,Yorkshire,54.4591,-2.8266,1,1,3,6,17,6,6,5,0,no,no,1,no,1,89923,40465,22480,26976,179.85,89923,246.4,1489,2.98,735.79,1682,169.57
2023-01-28,YO1,Devon,50.9822,-2.2104,2,3,2,14,6,3,9,19,1,yes,yes,0,no,2,88910,40009,22227,26673,177.82,44455,121.8,15135,30.27,1481.45,1838,164.11
2023-01-29,CT1,Yorkshire,53.0692,-3.1709,3,3,2,10,12,6,9,19,4,no,yes,0,no,0,148625,66881,37156,44587,297.25,49541,135.7,13866,27.73,1176.77,1582,160.73
2023-01-30,NR1,Lancashire,50.4386,-0.5869,4,4,2,3,7,5,2,22,3,yes,yes,3,no,2,108367,48765,27091,32510,216.73,27091,74.2,18702,37.4,932.12,662,151.13
2023-01-31,CT1,Suffolk,51.9577,-1.6907,2,3,2,7,13,1,4,19,4,yes,yes,3,no,3,104638,47087,26159,31391,209.28,52319,143.3,10124,20.25,584.13,650,178.86
2023-02-01,IP1,Cheshire,53.5666,-0.6269,3,3,1,3,15,6,5,7,4,no,no,0,no,2,104254,46914,26063,31276,208.51,34751,95.2,8209,16.42,1289.75,756,145.51
2023-02-02,IP1,Essex,53.2971,0.1892,2,4,2,17,5,6,8,9,0,yes,yes,3,no,0,103828,46722,25957,31148,207.66,51914,142.2,6795,13.59,1413.38,1739,42.19
2023-02-03,CT1,Suffolk,53.1235,-0.9986,2,2,2,15,4,6,3,9,1,yes,yes,0,no,0,100551,45247,25137,30165,201.1,50275,137.7,7977,15.95,1611.51,159,16.27
2023-02-04,NR1,Suffolk,51.4127,-0.548,1,1,2,15,17,7,7,20,1,no,yes,4,no,2,166895,75102,41723,50068,333.79,166895,457.2,13816,27.63,1983.52,873,44.55
2023-02-05,CT1,Lancashire,51.8901,1.1439,4,1,2,6,8,5,7,27,3,no,no,3,no,0,125264,56368,31316,37579,250.53,31316,85.8,16260,32.52,616.39,1681,79.28
2023-02-06,YO1,Surrey,50.5147,-2.3551,2,2,1,17,17,3,9,29,1,no,no,2,no,3,196013,88205,49003,58803,392.03,98006,268.5,18812,37.62,227.2,1960,20.06
2023-02-07,CH1,Cornwall,53.5951,-2.0246,4,2,1,14,7,7,5,14,0,yes,yes,1,no,1,135792,61106,33948,40737,271.58,33948,93.0,11258,22.52,1100.8,388,153.83
2023-02-08,GU1,Derbyshire,52.5194,-0.0526,4,2,2,10,19,6,7,29,3,no,yes,0,no,1,201601,90720,50400,60480,403.2,50400,138.1,7556,15.11,1863.21,1464,131.85
2023-02-09,EX1,Derbyshire,53.5438,-0.6378,4,2,2,18,8,4,4,26,0,yes,no,1,no,1,149256,67165,37314,44776,298.51,37314,102.2,13162,26.32,647.77,216,146.42
2023-02-10,GU1,Lancashire,51.2447,-3.0181,2,4,2,14,14,4,0,27,0,no,yes,1,no,0,152300,68535,38075,45690,304.6,76150,208.6,17107,34.21,1560.58,1818,28.2
2023-02-11,NR1,Cornwall,51.6222,-1.9312,2,2,3,8,8,3,3,17,4,no,yes,3,no,3,84246,37910,21061,25273,168.49,42123,115.4,6977,13.95,775.12,1756,72.47
2023-02-12,DE1,Cheshire,51.6711,-1.4269,6,3,2,17,11,7,5,19,4,no,no,1,yes,3,232299,104534,58074,69689,464.6,38716,106.1,1806,3.61,904.16,812,97.29
2023-02-13,GU1,Lancashire,50.1287,-1.6934,4,4,2,9,9,2,8,12,4,no,yes,2,no,2,141375,63618,35343,42412,282.75,35343,96.8,17030,34.06,1905.91,1284,124.49
2023-02-14,IP1,Cornwall,51.7052,-3.0195,4,2,1,7,6,2,3,24,2,yes,yes,3,no,2,112637,50686,28159,33791,225.27,28159,77.1,16559,33.12,1029.83,808,162.53
2023-02-15,LA1,Leicestershire,54.0165,1.0844,1,2,3,17,19,4,5,11,0,yes,yes,0,no,2,181243,81559,45310,54372,362.49,181243,496.6,15498,31.0,1505.58,887,195.62
2023-02-16,EX1,Yorkshire,54.4865,0.1928,2,3,2,14,18,6,9,18,1,yes,no,1,no,3,187537,84391,46884,56261,375.07,93768,256.9,17708,35.42,1189.74,762,25.62
2023-02-17,CM1,Lancashire,52.5911,-1.3525,4,3,1,13,12,1,4,10,3,no,yes,1,no,3,159063,71578,39765,47718,318.13,39765,108.9,3171,6.34,1575.03,392,131.91
2023-02-18,DE1,Leicestershire,52.2775,-0.2597,1,2,2,6,11,5,8,12,2,yes,yes,4,no,2,71903,32356,17975,21570,143.81,71903,197.0,18915,37.83,771.26,581,35.62
2023-02-19,NR1,Cheshire,50.1541,0.9351,3,1,2,15,12,7,9,19,4,yes,yes,0,no,3,174279,78425,43569,52283,348.56,58093,159.2,16358,32.72,1778.41,563,66.98
2023-02-20,EX1,Lancashire,54.396,-3.251,2,2,3,20,7,3,5,21,2,yes,no,4,no,1,123097,55393,30774,36929,246.19,61548,168.6,15745,31.49,1188.06,355,156.69
2023-02-21,GU1,Cheshire,50.0651,-2.6229,1,1,3,10,19,1,2,9,2,yes,yes,0,no,2,118946,53525,29736,35683,237.89,118946,325.9,13151,26.3,756.49,273,198.88
2023-02-22,IP1,Lancashire,54.7238,-1.0151,2,2,2,9,16,7,1,16,0,yes,yes,1,no,2,116979,52640,29244,35093,233.96,58489,160.2,1278,2.56,268.76,1918,110.03
2023-02-23,TR1,Cornwall,52.4461,0.3946,2,2,2,18,11,6,2,17,0,no,yes,1,no,0,147344,66304,36836,44203,294.69,73672,201.8,4648,9.3,223.77,1954,77.09
2023-02-24,CH1,Surrey,51.7097,-3.8006,1,3,1,5,14,5,5,7,1,yes,yes,2,no,0,66617,29977,16654,19985,133.23,66617,182.5,11865,23.73,836.06,487,50.68
2023-02-25,CM1,Norfolk,54.6211,1.4121,3,4,2,18,6,7,9,29,3,yes,yes,3,no,2,144913,65210,36228,43473,289.83,48304,132.3,6339,12.68,588.26,925,158.68
2023-02-26,DE1,Leicestershire,50.122,-1.498,2,3,2,18,8,4,7,29,3,no,no,2,no,1,136877,61594,34219,41063,273.75,68438,187.5,3638,7.28,294.82,370,181.71
2023-02-27,CH1,Cornwall,52.9071,-2.0242,2,4,2,9,17,7,7,23,4,yes,yes,0,no,3,142998,64349,35749,42899,286.0,71499,195.9,17204,34.41,1195.12,1975,171.23
2023-02-28,EX1,Devon,52.7447,-2.39,4,3,2,15,10,3,4,19,1,no,no,0,no,1,156291,70330,39072,46887,312.58,39072,107.0,1999,4.0,1979.82,1949,106.84
2023-03-01,IP1,Kent,51.0966,-3.041,3,3,3,15,19,1,0,22,3,yes,yes,0,no,1,210883,94897,52720,63264,421.77,70294,192.6,13006,26.01,960.19,1046,121.94
2023-03-02,IP1,Leicestershire,52.1444,0.3537,2,2,1,20,4,5,0,25,2,yes,yes,0,no,3,92927,41817,23231,27878,185.85,46463,127.3,1494,2.99,1193.8,334,168.96
2023-03-03,GU1,Surrey,53.2613,1.2548,4,2,1,9,17,4,6,24,NULL,yes,yes,3,no,0,165832,74624,41458,49749,331.66,41458,113.6,6781,13.56,595.65,671,186.48
2023-03-04,YO1,Yorkshire,53.6357,-1.725,5,3,2,20,4,4,1,11,3,no,yes,1,no,3,164208,73893,41052,49262,328.42,32841,90.0,10972,21.94,568.85,1832,188.41
2023-03-05,GU1,Suffolk,50.0036,1.2383,1,4,3,20,6,5,3,18,2,yes,yes,2,no,1,103619,46628,25904,31085,207.24,103619,283.9,5475,10.95,791.07,843,141.06
2023-03-06,YO1,Derbyshire,54.6843,0.5309,2,2,3,6,7,2,9,28,2,no,yes,1,no,3,74890,33700,18722,22467,149.78,37445,102.6,7144,14.29,1703.09,1507,46.42
2023-03-07,YO1,Cornwall,50.8226,-1.3542,3,1,2,11,18,7,4,24,4,no,yes,4,no,0,189212,85145,47303,56763,378.42,63070,172.8,12406,24.81,1929.04,1715,69.47
2023-03-08,CM1,Lancashire,51.1679,-0.2929,2,3,3,18,4,7,7,23,2,yes,yes,2,no,3,90531,40738,22632,27159,181.06,45265,124.0,16284,32.57,1531.51,722,60.58
2023-03-09,GU1,Cornwall,51.3174,-1.6076,4,2,2,6,11,2,9,29,3,yes,no,0,no,3,125204,56341,31301,37561,250.41,31301,85.8,6213,12.43,237.0,561,42.96
2023-03-10,LE1,Leicestershire,50.1891,-0.927,6,1,1,10,5,5,8,28,0,yes,yes,0,no,3,150595,67767,37648,45178,301.19,25099,68.8,17450,34.9,989.14,1470,57.64
2023-03-11,TR1,Essex,50.6153,-3.6807,5,3,2,5,14,5,0,15,2,no,no,4,no,1,142749,64237,35687,42824,285.5,28549,78.2,13983,27.97,957.26,1317,175.28
2023-03-12,DE1,Leicestershire,54.9317,-0.1706,2,2,1,11,8,5,8,11,3,yes,no,2,no,3,105505,47477,26376,31651,211.01,52752,144.5,16640,33.28,1883.36,1372,156.36
2023-03-13,CT1,Surrey,51.5761,-3.7095,2,3,1,10,19,4,4,15,2,no,yes,3,no,3,150636,67786,37659,45190,301.27,75318,206.4,2354,4.71,1542.02,256,18.31
2023-03-14,CT1,Norfolk,50.5765,0.494,5,4,2,14,16,6,3,12,1,no,no,3,no,0,216624,97480,54156,64987,433.25,43324,118.7,18322,36.64,1485.9,616,38.06
2023-03-15,GU1,Yorkshire,50.535,0.5372,3,2,2,16,17,7,9,28,4,yes,yes,0,no,0,223173,100427,55793,66951,446.35,74391,203.8,15477,30.95,1216.6,191,197.12
2023-03-16,GU1,Essex,53.5973,-2.6961,2,2,2,12,9,6,4,14,0,no,no,0,no,0,103858,46736,25964,31157,207.72,51929,142.3,8544,17.09,1362.5,1637,52.93
2023-03-17,CH1,Cheshire,54.2728,-2.2199,4,2,1,19,14,7,8,28,2,no,no,0,no,3,227783,102502,56945,68334,455.57,56945,156.0,4610,9.22,1457.5,1861,130.53
2023-03-18,DE1,Essex,51.2848,-1.3528,2,2,1,13,9,3,7,15,3,yes,no,4,no,2,120159,54071,30039,36047,240.32,60079,164.6,14020,28.04,1194.6,870,49.06
2023-03-19,DE1,Cornwall,50.1045,-0.7184,2,3,1,12,9,4,NULL,5,0,yes,yes,4,no,0,108453,48803,27113,32535,216.91,54226,148.6,9959,19.92,1720.69,1676,54.4
2023-03-20,CM1,Yorkshire,51.1155,-2.4196,4,2,2,15,14,7,4,24,2,no,yes,1,no,3,204889,92200,51222,61466,409.78,51222,140.3,12496,24.99,266.41,249,104.72
2023-03-21,GU1,Cornwall,50.2826,-0.7413,2,1,2,4,4,4,9,14,1,yes,no,4,no,0,65564,29503,16391,19669,131.13,32782,89.8,13288,26.58,1894.49,1185,102.66
2023-03-22,DE1,Cheshire,50.517,-2.3622,1,1,3,3,6,2,4,11,3,no,yes,2,no,0,47803,21511,11950,14340,95.61,47803,131.0,3877,7.75,1592.46,403,132.77
2023-03-23,CH1,Leicestershire,52.1575,-3.6948,2,2,3,3,6,5,0,26,4,no,no,4,no,3,72915,32811,18228,21874,145.83,36457,99.9,19623,39.25,1152.13,1512,41.96
2023-03-24,YO1,Suffolk,51.1496,-3.9861,3,2,2,18,11,4,8,7,2,no,no,2,no,1,176552,79448,44138,52965,353.1,58850,161.2,17148,34.3,1748.59,231,59.92
2023-03-25,IP1,Yorkshire,52.5797,-3.4437,1,3,2,12,9,4,NULL,23,3,no,no,3,no,0,89300,40185,22325,26790,178.6,89300,244.7,1100,2.2,1690.37,1608,128.59
2023-03-26,IP1,Suffolk,51.2675,0.3574,3,2,1,12,5,5,0,8,2,no,yes,1,no,2,104862,47187,26215,31458,209.72,34954,95.8,1833,3.67,954.9,900,28.51
2023-03-27,YO1,Surrey,54.7027,1.2879,3,1,1,9,16,6,4,10,4,yes,yes,4,no,1,157724,70975,39431,47317,315.45,52574,144.0,14815,29.63,1711.67,1204,182.77
2023-03-28,NR1,Surrey,54.5297,-1.6517,4,2,2,9,17,3,9,5,1,yes,yes,3,no,1,158940,71523,39735,47682,317.88,39735,108.9,11668,23.34,539.01,1173,43.97
2023-03-29,CH1,Suffolk,52.834,-1.1802,2,4,2,3,4,2,2,8,4,no,no,2,no,2,64175,28878,16043,19252,128.35,32087,87.9,7514,15.03,1044.56,1116,93.3
2023-03-30,DE1,Surrey,51.7721,-3.1923,4,1,3,15,7,1,5,29,4,yes,yes,1,no,0,144044,64819,36011,43213,288.09,36011,98.7,10147,20.29,618.1,214,30.64
2023-03-31,LE1,Yorkshire,51.9057,-0.9693,2,3,2,7,4,6,6,11,4,yes,yes,3,no,3,91816,41317,22954,27544,183.63,45908,125.8,14821,29.64,423.92,875,140.12
2023-04-01,CH1,Lancashire,52.0593,-3.2044,3,2,1,5,8,4,3,15,0,yes,yes,2,no,0,87846,39530,21961,26353,175.69,29282,80.2,19464,38.93,1810.29,1555,72.12
2023-04-02,YO1,Devon,53.6379,-0.6383,2,3,3,15,15,3,3,10,3,yes,yes,1,no,1,168238,75707,42059,50471,336.48,84119,230.5,14578,29.16,860.5,496,23.99
2023-04-03,TR1,Surrey,52.2582,1.1329,1,1,2,14,14,1,1,9,2,no,yes,0,no,2,113998,51299,28499,34199,228.0,113998,312.3,16282,32.56,1431.89,1405,122.6
2023-04-04,LA1,Surrey,54.2836,-2.9237,4,4,3,20,NULL,7,1,16,1,no,no,4,no,3,194545,87545,48636,58363,389.09,48636,133.2,5828,11.66,875.18,1558,196.33
2023-04-05,EX1,Cornwall,54.7205,0.2051,2,3,2,7,13,6,6,6,2,yes,yes,0,no,1,113805,51212,28451,34141,227.61,56902,155.9,3588,7.18,1179.42,1414,175.47
2023-04-06,YO1,Suffolk,51.6797,-3.8707,2,3,1,7,5,7,4,22,0,no,yes,0,no,1,69929,31468,17482,20978,139.86,34964,95.8,9128,18.26,826.48,1810,143.55
2023-04-07,LE1,Kent,52.8035,-1.9348,2,2,1,4,11,6,4,26,1,no,yes,0,no,0,80699,36314,20174,24209,161.4,40349,110.5,17969,35.94,1536.91,1359,12.4
2023-04-08,DE1,Norfolk,50.4753,-3.3909,3,3,1,8,16,5,1,13,0,no,no,3,no,0,125400,56430,31350,37620,250.8,41800,114.5,8980,17.96,1615.63,338,173.37
2023-04-09,LE1,Derbyshire,51.0023,-2.0614,2,3,1,9,11,1,6,18,2,no,no,0,no,2,102380,46071,25595,30714,204.76,51190,140.2,17958,35.92,974.96,1059,180.38
2023-04-10,LE1,Derbyshire,52.0673,-3.0455,2,2,1,3,9,5,1,16,1,no,yes,0,no,1,65389,29425,16347,19616,130.78,32694,89.6,18536,37.07,1747.3,1740,17.22
2023-04-11,GU1,Essex,51.031,-1.9468,1,2,2,5,11,7,4,13,2,yes,yes,3,no,2,73522,33084,18380,22056,147.04,73522,201.4,19952,39.9,839.55,382,33.25
2023-04-12,GU1,Surrey,54.3828,-1.7036,3,3,3,4,16,6,4,5,3,no,no,4,no,1,111895,50352,27973,33568,223.79,37298,102.2,2400,4.8,1572.43,1937,95.78
2023-04-13,CM1,Essex,50.7914,-2.3467,2,1,3,12,5,6,2,11,0,no,yes,1,no,2,79793,35906,19948,23937,159.59,39896,109.3,12023,24.05,1370.11,1413,86.39
2023-04-14,YO1,Yorkshire,52.2783,-0.3886,2,3,2,13,10,6,1,11,3,no,yes,1,no,2,130623,58780,32655,39186,261.25,65311,178.9,15338,30.68,1020.77,1826,65.94
2023-04-15,CM1,Kent,53.0285,1.0537,1,1,1,15,19,3,2,14,3,yes,yes,4,no,2,173843,78229,43460,52152,347.69,173843,476.3,2961,5.92,1800.05,859,47.6
2023-04-16,YO1,Norfolk,53.4593,-1.7967,2,1,2,18,15,6,4,6,NULL,yes,yes,3,no,2,185138,83312,46284,55541,370.28,92569,253.6,7599,15.2,1230.06,1619,114.33
2023-04-17,CH1,Suffolk,51.9153,-2.9421,4,3,2,13,11,1,5,8,2,no,yes,0,no,3,158447,71301,39611,47534,316.89,39611,108.5,5753,11.51,1712.33,193,156.55
2023-04-18,EX1,Leicestershire,54.3455,-2.511,4,1,1,20,7,2,3,12,4,no,no,1,no,3,158966,71534,39741,47689,317.93,39741,108.9,1828,3.66,1520.0,1854,188.04
2023-04-19,LE1,Devon,52.8416,0.697,4,4,3,13,17,3,6,26,NULL,yes,yes,4,no,1,207437,93346,51859,62231,414.87,51859,142.1,16418,32.84,1158.63,1084,67.21
2023-04-20,CH1,Norfolk,52.1975,-0.856,1,3,3,3,12,1,1,18,1,no,yes,4,no,2,41621,18729,10405,12486,83.24,41621,114.0,19949,39.9,787.56,1344,143.61
2023-04-21,LA1,Norfolk,50.3362,-1.4974,5,3,2,20,14,4,5,17,2,yes,yes,0,no,1,250353,112658,62588,75105,500.71,50070,137.2,5876,11.75,1912.05,1242,159.76
2023-04-22,IP1,Leicestershire,52.3234,-3.177,2,3,2,7,19,1,8,20,0,no,yes,4,no,2,115546,51995,28886,34663,231.09,57773,158.3,19958,39.92,302.14,251,100.81
2023-04-23,CT1,Devon,54.1037,-1.5265,6,3,1,4,9,7,9,11,2,no,yes,3,no,0,160748,72336,40187,48224,321.5,26791,73.4,7741,15.48,1810.08,116,185.01
2023-04-24,YO1,Lancashire,53.0727,-2.4683,2,2,2,20,15,1,4,14,2,no,yes,3,no,1,177217,79747,44304,53165,354.43,88608,242.8,5178,10.36,1111.51,1375,14.37
2023-04-25,LA1,Suffolk,54.1608,1.1874,3,3,1,9,6,2,3,15,3,no,no,1,no,1,98622,44379,24655,29586,197.24,32874,90.1,14227,28.45,1547.73,911,181.09
2023-04-26,IP1,Leicestershire,52.4701,0.8624,2,1,1,13,19,3,8,15,3,yes,no,2,no,1,176150,79267,44037,52845,352.3,88075,241.3,13167,26.33,801.44,1829,179.58
2023-04-27,DE1,Cornwall,50.5923,-3.5385,2,2,2,13,16,4,5,10,4,no,yes,4,no,3,164885,74198,41221,49465,329.77,82442,225.9,7349,14.7,891.58,928,36.03
2023-04-28,NR1,Essex,50.0682,-1.1584,4,2,2,15,7,6,3,29,1,yes,yes,3,no,2,148966,67034,37241,44689,297.93,37241,102.0,11838,23.68,543.35,523,93.49
2023-04-29,EX1,Derbyshire,51.5161,-2.7622,4,3,2,6,15,3,0,16,1,yes,yes,0,no,1,124367,55965,31091,37310,248.73,31091,85.2,14336,28.67,1917.81,1331,108.01
2023-04-30,CM1,Surrey,53.49,-1.7407,6,1,2,3,7,3,8,14,2,yes,yes,0,no,2,141105,63497,35276,42331,282.21,23517,64.4,15528,31.06,277.94,358,86.38
